accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution
MN617445	MN617445.1	NSVH2016-08-72572	2016-02-28	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617446	MN617446.1	NSVH2016-09-27631	2016-02-29	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617447	MN617447.1	NSVH2016-09-73296	2016-02-29	Europe	Spain			609	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617448	MN617448.1	NSVH2016-09-74506	2016-03-02	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617449	MN617449.1	NSVH2016-09-74606	2016-03-02	Europe	Spain			546	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617450	MN617450.1	NSVH2016-09-75238	2016-03-03	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617451	MN617451.1	NSVH2016-09-76221	2016-03-04	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617452	MN617452.1	NSVH2016-09-76470	2016-03-05	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617453	MN617453.1	NSVH2016-09-76727	2016-03-05	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617454	MN617454.1	NSVH2016-10-80349	2016-03-11	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617455	MN617455.1	NSVH2016-11-82918	2016-03-15	Europe	Spain			546	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617456	MN617456.1	NSVH2016-11-84209	2016-03-17	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617457	MN617457.1	NSVH2016-11-84320	2016-03-17	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617458	MN617458.1	NSVH2016-11-86108	2016-03-20	Europe	Spain			609	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617459	MN617459.1	NSVH2016-13-46480	2016-03-29	Europe	Spain			603	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617460	MN617460.1	NSVH2016-13-91807	2016-03-30	Europe	Spain			663	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617461	MN617461.1	NSVH2016-13-93371	2016-04-01	Europe	Spain			603	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617462	MN617462.1	NSVH2016-13-99720	2016-04-02	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617463	MN617463.1	NSVH2016-14-95824	2016-04-06	Europe	Spain			609	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617464	MN617464.1	NSVH2016-14-96374	2016-04-07	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617465	MN617465.1	NSVH2016-14-98531	2016-04-10	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617466	MN617466.1	NSVH2016-14-98613	2016-04-10	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617467	MN617467.1	NSVH2016-15-01190	2016-04-15	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617468	MN617468.1	NSVH2016-15-02366	2016-04-17	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617469	MN617469.1	NSVH2016-16-03387	2016-04-19	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617470	MN617470.1	NSVH2016-17-08689	2016-04-28	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617471	MN617471.1	NSVH2016-19-15740	2016-05-10	Europe	Spain			588	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617472	MN617472.1	NSVH2016-19-15897	2016-05-11	Europe	Spain			546	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617473	MN617473.1	NSVH2016-20-20267	2016-05-18	Europe	Spain			588	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617474	MN617474.1	NSVH2016-21-23846	2016-05-24	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617475	MN617475.1	NSVH2016-21-24890	2016-05-27	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617476	MN617476.1	NSVH2016-22-26950	2016-06-01	Europe	Spain			546	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617477	MN617477.1	NSVH2016-22-28164	2016-06-04	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617478	MN617478.1	NSVH2016-26-38071	2016-06-27	Europe	Spain			663	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617479	MN617479.1	NSVH2016-26-38648	2016-06-28	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617480	MN617480.1	NSVH2016-27-42343	2016-07-06	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617481	MN617481.1	NSVH2016-27-42764	2016-07-07	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617482	MN617482.1	NSVH2016-45-14579	2016-11-12	Europe	Spain			663	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617483	MN617483.1	NSVH2016-48-23263	2016-11-28	Europe	Spain			606	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617484	MN617484.1	NSVH2016-48-26476	2016-12-02	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617485	MN617485.1	NSVH2016-49-29025	2016-12-07	Europe	Spain			594	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617486	MN617486.1	NSVH2016-49-31116	2016-12-10	Europe	Spain			606	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617487	MN617487.1	NSVH2016-49-31384	2016-12-11	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617488	MN617488.1	NSVH2016-51-36225	2016-12-19	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617489	MN617489.1	NSVH2016-51-39875	2016-12-24	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617490	MN617490.1	NSVH2016-52-41038	2016-12-27	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617491	MN617491.1	NSVH2016-52-41412	2016-12-27	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617492	MN617492.1	NSVH2016-52-41708	2016-12-28	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617493	MN617493.1	NSVH2016-52-42369	2016-12-29	Europe	Spain			606	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617494	MN617494.1	NSVH2016-52-42371	2016-12-29	Europe	Spain			606	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617495	MN617495.1	NSVH2016-52-42789	2016-12-29	Europe	Spain			609	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617496	MN617496.1	NSVH2016-52-43775	2016-12-30	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617497	MN617497.1	NSVH2017-01-45573	2017-01-02	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617498	MN617498.1	NSVH2017-01-45817	2017-01-02	Europe	Spain			609	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617499	MN617499.1	NSVH2017-01-45849	2017-01-02	Europe	Spain			606	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617500	MN617500.1	NSVH2017-01-47577	2017-01-05	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617501	MN617501.1	NSVH2017-01-47753	2017-01-05	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617502	MN617502.1	NSVH2017-01-48279	2017-01-05	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617503	MN617503.1	NSVH2017-01-48356	2017-01-06	Europe	Spain			663	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617504	MN617504.1	NSVH2017-01-49296	2017-01-08	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617505	MN617505.1	NSVH2017-02-50160	2017-01-09	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617506	MN617506.1	NSVH2017-02-51088	2017-01-11	Europe	Spain			732	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617507	MN617507.1	NSVH2017-02-52323	2017-01-13	Europe	Spain			609	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617508	MN617508.1	NSVH2017-02-53435	2017-01-14	Europe	Spain			552	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
MN617509	MN617509.1	NSVH2017-02-53654	2017-01-15	Europe	Spain			618	Homo sapiens		2020-07-28	2020-07-28		Pinana,M.,Vila,J.,Maldonado,C.,Galano-Frutos,J.J.,Valls,M.,Sancho,J.,Nuvials,F.X.,Andres,C.,Martin-Gomez,M.T.,Esperalba,J.,Codina,M.G.,Pumarola,T.,Anton,A.	Pinana et al.	Hospital Universitari Vall d'Hebron, Microbiology
